,0
fp_0366,0.0
fp_0349,0.0
fp_0350,0.0
fp_0351,0.0
fp_0353,0.0
fp_0354,0.0
fp_0358,0.0
fp_0937,0.0
fp_0940,0.0
fp_0942,0.0
fp_0943,0.0
fp_0944,0.0
fp_0317,0.0
fp_0318,0.0
fp_0319,0.0
fp_0320,0.0
fp_0303,0.0
fp_0324,0.0
fp_0309,0.0
fp_0310,0.0
fp_0311,0.0
fp_0312,0.0
fp_0314,0.0
fp_0315,0.0
fp_0301,0.0
fp_0302,0.0
fp_0321,0.0
fp_0169,0.0
fp_0171,0.0
fp_0173,0.0
fp_0176,0.0
fp_0177,0.0
fp_0161,0.0
fp_0164,0.0
fp_0165,0.0
fp_0214,0.0
fp_0167,0.0
fp_0599,0.0
fp_0602,0.0
fp_0603,0.0
fp_0604,0.0
fp_0605,0.0
fp_0135,0.0
fp_0137,0.0
fp_0146,0.0
fp_0166,0.0
fp_0567,0.0
fp_0568,0.0
fp_0569,0.0
fp_0570,0.0
fp_0571,0.0
fp_0573,0.0
fp_0559,0.0
fp_0560,0.0
fp_0561,0.0
fp_0168,0.0
fp_0563,0.0
fp_0564,0.0
fp_0565,0.0
fp_0566,0.0
fp_0180,0.0
fp_0182,0.0
fp_0186,0.0
fp_0187,0.0
fp_0188,0.0
fp_0562,0.0
fp_0674,0.0
fp_0649,0.0
fp_0651,0.0
fp_0656,0.0
fp_0658,0.0
fp_0659,0.0
fp_0662,0.0
fp_0640,0.0
fp_0641,0.0
fp_0636,0.0
fp_0644,0.0
fp_0645,0.0
fp_0647,0.0
fp_0149,0.0
fp_0150,0.0
fp_0153,0.0
fp_0158,0.0
fp_0707,0.0
fp_0708,0.0
fp_0643,0.0
fp_0638,0.0
fp_0128,0.0
fp_0129,0.0
fp_0130,0.0
fp_0133,0.0
fp_0621,0.0
fp_0622,0.0
fp_0626,0.0
fp_0631,0.0
fp_0672,0.0
fp_0608,0.0
fp_0610,0.0
fp_0615,0.0
fp_0616,0.0
fp_0618,0.0
fp_0664,0.0
fp_0665,0.0
fp_0668,0.0
fp_0671,0.0
fp_0632,0.0
fp_0514,0.0
fp_0515,0.0
fp_0516,0.0
fp_0496,0.0
fp_0498,0.0
fp_0499,0.0
fp_0500,0.0
fp_0503,0.0
fp_0584,0.0
fp_0485,0.0
fp_0487,0.0
fp_0488,0.0
fp_0492,0.0
fp_0493,0.0
fp_0494,0.0
fp_0219,0.0
fp_0221,0.0
fp_0222,0.0
fp_0505,0.0
fp_0215,0.0
fp_0217,0.0
fp_0199,0.0
fp_0200,0.0
fp_0201,0.0
fp_0205,0.0
fp_0206,0.0
fp_0478,0.0
fp_0193,0.0
fp_0509,0.0
fp_0197,0.0
fp_0466,0.0
fp_0467,0.0
fp_0471,0.0
fp_0473,0.0
fp_0474,0.0
fp_0476,0.0
fp_0506,0.0
fp_0508,0.0
fp_0196,0.0
fp_0534,0.0
fp_0536,0.0
fp_0520,0.0
fp_0523,0.0
fp_0525,0.0
fp_0526,0.0
fp_0585,0.0
fp_0586,0.0
fp_0588,0.0
fp_0480,0.0
fp_0590,0.0
fp_0591,0.0
fp_0592,0.0
fp_0576,0.0
fp_0577,0.0
fp_0578,0.0
fp_0579,0.0
fp_0580,0.0
fp_0581,0.0
fp_0589,0.0
fp_0481,0.0
fp_0482,0.0
fp_0483,0.0
fp_0548,0.0
fp_0549,0.0
fp_0551,0.0
fp_0552,0.0
fp_0554,0.0
fp_0555,0.0
fp_0533,0.0
fp_0537,0.0
fp_0541,0.0
fp_0543,0.0
fp_0544,0.0
fp_0545,0.0
fp_0546,0.0
fp_0528,0.0
fp_0531,0.0
fp_0532,0.0
fp_0558,0.0
